Date,Close,Volume,LogReturn,RV_d,RV_w,RV_m,LogVolume,Target
2010-02-04,1063.1099853515625,5859690000,-0.03163585604980668,0.0010008273880040897,0.00029906537764550243,0.00014332849244753565,22.49136253828279,8.369046072593002e-06
2010-02-05,1066.18994140625,6438900000,0.0028929303608267176,8.369046072593002e-06,0.0002812250040456556,0.0001432690274724074,22.58562355517531,7.925990304403981e-05
2010-02-08,1056.739990234375,4089820000,-0.008902803100374612,7.925990304403981e-05,0.0002569458084100609,0.00014685823077004425,22.13176679649722,0.0001678538360622132
2010-02-09,1070.52001953125,5114260000,0.012955841773586663,0.0001678538360622132,0.000257288628161043,0.00015376314182614708,22.355298553547684,4.995535348015992e-06
2010-02-10,1068.1300048828125,4251450000,-0.0022350694280079964,4.995535348015992e-06,0.0002522611417061903,0.00015361382596223527,22.17052593840108,9.281168884658791e-05
2010-02-11,1078.469970703125,4400870000,0.009633882335101873,9.281168884658791e-05,7.065800187468994e-05,0.00015769409211719782,22.205068085825122,7.5535163292444495e-06
2010-02-12,1075.510009765625,4160680000,-0.002748366119941892,7.5535163292444495e-06,7.049489592602023e-05,0.00015399929556064536,22.14894435964001,0.00031828891860094044
2010-02-16,1094.8699951171875,4080770000,0.017840653536262074,0.00031828891860094044,0.00011830069903740037,0.00016534205330941446,22.129551533291313,1.788447987899568e-05
2010-02-17,1099.510009765625,4259230000,0.004229004596710162,1.788447987899568e-05,8.830682780075685e-05,0.00016588801664778807,22.172354229951303,4.3075039438682006e-05
2010-02-18,1106.75,3878620000,0.006563157733795677,4.3075039438682006e-05,9.592272861889004e-05,0.00016246321512975326,22.07874525747071,4.7708819393243824e-06
2010-02-19,1109.1700439453125,3944280000,0.0021842348635905395,4.7708819393243824e-06,7.831456723743734e-05,0.0001556659897348189,22.09553226533519,1.0949636854587064e-06
2010-02-22,1108.010009765625,3814440000,-0.0010464051249199358,1.0949636854587064e-06,7.70228567086802e-05,0.00015055594472679782,22.06205970217961,0.00014827068212143468
2010-02-23,1094.5999755859375,4521050000,-0.012176644945198767,0.00014827068212143468,4.301920941277905e-05,0.00014066692943966554,22.23201010491902,9.357698333193134e-05
2010-02-24,1105.239990234375,4168360000,0.009673519697190436,9.357698333193134e-05,5.815771010336618e-05,0.00012213396359635239,22.150788510268345,4.339757874731882e-06
2010-02-25,1102.93994140625,4521130000,-0.0020832085528654787,4.339757874731882e-06,5.041065379057616e-05,0.00012137460267829177,22.232027799766943,1.9723184537584084e-06
2010-02-26,1104.489990234375,3945190000,0.0014043925568580917,1.9723184537584084e-06,4.985094109346297e-05,0.00012065782482104916,22.09576295256863,0.00010215665262697728
2010-03-01,1115.7099609375,3847640000,0.010107257423602967,0.00010215665262697728,7.006327888176668e-05,0.00012422402820914708,22.070725810539663,5.418331621800653e-06
2010-03-02,1118.31005859375,4134680000,0.002327731002886857,5.418331621800653e-06,4.149280878183987e-05,0.000118046337432011,22.142675774519365,1.8413498135648542e-07
2010-03-03,1118.7900390625,3951320000,0.0004291095214004059,1.8413498135648542e-07,2.28142391117249e-05,0.00011361966565517143,22.097315537502944,1.3906605065804042e-05
2010-03-04,1122.969970703125,3945010000,0.0037291560795713607,1.3906605065804042e-05,2.472760854993933e-05,0.00010513106219352555,22.095717326348765,0.0001934959676205877
2010-03-05,1138.699951171875,4133000000,0.013910282801603557,0.0001934959676205877,6.30323383833052e-05,0.00010637452720776577,22.142269372717962,3.0839375111074864e-08
2010-03-08,1138.5,3774680000,-0.00017561143217648123,3.0839375111074864e-08,4.2607175732931943e-05,0.00010500624865107631,22.051581448107374,2.9284519400308563e-06
2010-03-09,1140.449951171875,5185570000,0.0017112720239724766,2.9284519400308563e-06,4.2109199796577984e-05,5.964720610271e-05,22.3691456052762,2.037940020119229e-05
2010-03-10,1145.6099853515625,5469120000,0.004514354904213036,2.037940020119229e-05,4.614825284054515e-05,6.01931312903736e-05,22.42238356310726,1.6268108352851157e-05
2010-03-11,1150.239990234375,4669060000,0.004033374313506144,1.6268108352851157e-05,4.662055349795457e-05,5.7329867895319576e-05,22.264223603784316,4.724953000236547e-08
2010-03-12,1149.989990234375,4928160000,-0.0002173695700928846,4.724953000236547e-08,7.930809879837507e-06,4.970229578021908e-05,22.318231530385955,2.0438774016538152e-07
2010-03-15,1150.510009765625,4164110000,0.0004520926234361511,2.0438774016538152e-07,7.965519552848368e-06,4.948451634349859e-05,22.14976840449718,6.0047233209225216e-05
2010-03-16,1159.4599609375,4369770000,0.007749014983159164,6.0047233209225216e-05,1.938927580668724e-05,4.799522290543665e-05,22.197976213318718,3.369564885295364e-05
2010-03-17,1166.2099609375,4963200000,0.005804795332563728,3.369564885295364e-05,2.205252553703951e-05,4.918350165651435e-05,22.325316531147976,1.0621024077651532e-07
2010-03-18,1165.8299560546875,4234510000,-0.00032589912668878895,1.0621024077651532e-07,1.882014591462458e-05,3.47206512765069e-05,22.166533456113196,2.6004150135411353e-05
2010-03-19,1159.9000244140625,5212410000,-0.005099426451613098,2.6004150135411353e-05,2.401152603570638e-05,3.5089727197253066e-05,22.374308157927068,2.5830374013022035e-05
2010-03-22,1165.81005859375,4261680000,0.005082359099180422,2.5830374013022035e-05,2.9136723290277708e-05,3.4305878768813974e-05,22.17292928591761,5.105642368751748e-05
2010-03-23,1174.1700439453125,4411640000,0.007145377784800289,5.105642368751748e-05,2.7338561385936162e-05,3.640976703009548e-05,22.207512339587,3.0342998126977335e-05
2010-03-24,1167.719970703125,4705750000,-0.005508447887288881,3.0342998126977335e-05,2.66680312407409e-05,3.77392231410736e-05,22.27205100238107,2.909143279893554e-06
2010-03-25,1165.72998046875,5668900000,-0.0017056210833281682,2.909143279893554e-06,2.722861784856431e-05,3.1131880466458094e-05,22.45826093251402,5.438334110211791e-07
2010-03-26,1166.5899658203125,4708420000,0.0007374506159880667,5.438334110211791e-07,2.2136554503686273e-05,2.690310092459854e-05,22.27261823243343,3.21165473306621e-05
2010-03-29,1173.219970703125,4375580000,0.005667146312798188,3.21165473306621e-05,2.3393789167214285e-05,2.8165682263504456e-05,22.199304919626286,1.8197444596307705e-09
2010-03-30,1173.27001953125,4085000000,4.265846293094455e-05,1.8197444596307705e-09,1.3182868378602715e-05,2.8076114140354513e-05,22.130587565503177,1.0746872695742945e-05
2010-03-31,1169.4300537109375,4484340000,-0.0032782423180330866,1.0746872695742945e-05,9.263643292355837e-06,2.3921124143480228e-05,22.223857164660853,5.455970277572419e-05
2010-04-01,1178.0999755859375,4006870000,0.007386454005524179,5.455970277572419e-05,1.9593755191521965e-05,2.6154822832294932e-05,22.11127622509934,6.235833589733031e-05
2010-04-05,1187.43994140625,3881620000,0.007896729443087835,6.235833589733031e-05,3.195665568878379e-05,2.8980922873930105e-05,22.07951842947278,2.8320813090963367e-06
2010-04-06,1189.43994140625,4086180000,0.0016828788753491253,2.8320813090963367e-06,2.609976248447064e-05,2.847753543044339e-05,22.130876385479706,3.473974249993369e-05
2010-04-07,1182.449951171875,5101430000,-0.0058940429672622585,3.473974249993369e-05,3.304734703556545e-05,2.1261343379504574e-05,22.352786729727043,1.1347879835730146e-05
2010-04-08,1186.43994140625,4726970000,0.0033686614308550134,1.1347879835730146e-05,3.3167548463562885e-05,2.1775754309532714e-05,22.276550242428932,4.4377824497009334e-05
2010-04-09,1194.3699951171875,4511570000,0.006661668296831458,4.4377824497009334e-05,3.113117280781992e-05,2.365981669848628e-05,22.229911045403913,3.1154045282924684e-06
2010-04-12,1196.47998046875,4607090000,0.0017650508571405155,3.1154045282924684e-06,1.928258653401235e-05,2.287508962244538e-05,22.250862258415903,4.6945250214566445e-07
2010-04-13,1197.300048828125,5403580000,0.0006851660398368153,4.6945250214566445e-07,1.8810060772622216e-05,2.215696890195877e-05,22.4103275340018,0.0001229517962354091
2010-04-14,1210.6500244140625,5760040000,0.01108836309990835,0.0001229517962354091,3.6452471519717296e-05,2.774353920674998e-05,22.474210256248153,7.09273874995519e-07
2010-04-15,1211.6700439453125,5995330000,0.0008421839911774143,7.09273874995519e-07,3.432475032757037e-05,2.7766488576514988e-05,22.514246669949276,0.00026432199232180977
2010-04-16,1192.1300048828125,8108470000,-0.01625798241854781,0.00026432199232180977,7.831358389253046e-05,3.705170489981429e-05,22.81617503141901,2.0350390771848934e-05
2010-04-19,1197.52001953125,6597740000,0.004511140739530184,2.0350390771848934e-05,8.176058114124175e-05,3.644510225976407e-05,22.609993003247364,6.44174101735573e-05
2010-04-20,1207.1700439453125,5316590000,0.008026045737071108,6.44174101735573e-05,9.455017267552409e-05,3.9368338620345014e-05,22.39409795753058,1.0394137626657752e-06
2010-04-21,1205.93994140625,5724310000,-0.0010195164357016395,1.0394137626657752e-06,7.016769618097541e-05,3.823357787612931e-05,22.467987855280338,5.113571050863631e-06
2010-04-22,1208.6700439453125,6035780000,0.0022613206430897037,5.113571050863631e-06,7.104855561614904e-05,3.729190501421302e-05,22.520970929374656,5.038540410262769e-05
2010-04-23,1217.280029296875,5326060000,0.007098267683218751,5.038540410262769e-05,2.826123797231262e-05,3.7261404123990756e-05,22.3958775899525,1.8539089993466146e-05
2010-04-26,1212.050048828125,5647760000,-0.004305704355092921,1.8539089993466146e-05,2.7898977816636068e-05,3.672486284519479e-05,22.45452484349372,0.0005597785733856254
2010-04-27,1183.7099609375,7454540000,-0.02365964017870148,0.0005597785733856254,0.00012697121045904968,6.20371096681826e-05,22.732089079838854,4.149882774621582e-05
2010-04-28,1191.3599853515625,6342310000,0.006441958378180956,4.149882774621582e-05,0.00013506309325575966,6.389870031978235e-05,22.57050889250497,0.00016538423686726276
2010-04-29,1206.780029296875,6059410000,0.012860180281289324,0.00016538423686726276,0.00016711722641903952,6.995632257144603e-05,22.524878272716926,0.000281830569292194
2010-04-30,1186.68994140625,6048260000,-0.01678781013986619,0.000281830569292194,0.00021340625945695277,8.276672027816123e-05,22.52303646448295,0.00016991793687281544
2010-05-03,1202.260009765625,4938050000,0.013035257453261728,0.00016991793687281544,0.00024368202883282263,9.000176864984634e-05,22.32023635357755,0.0005821217777852188
2010-05-04,1173.5999755859375,6594720000,-0.024127199957417744,0.0005821217777852188,0.0002481506697127413,0.00011398186296845973,22.60953516595966,4.367018135594306e-05
2010-05-05,1165.8699951171875,6795940000,-0.006608341800780515,4.367018135594306e-05,0.00024858494043468677,0.00011313240139839666,22.639591212141493,0.0010816495279915293
2010-05-06,1128.1500244140625,10617810000,-0.03288844064396379,0.0010816495279915293,0.00043183799865954007,0.00016216955806578,23.085798616899947,0.00023798141239088396
2010-05-07,1110.8800048828125,9472910000,-0.015426646180906722,0.00023798141239088396,0.00042306816727927807,0.0001714078157880959,22.97170198321408,0.0018519857609006272
2010-05-10,1159.72998046875,6893700000,0.043034704145615166,0.0018519857609006272,0.0007594817320848403,0.0002550731740183185,22.653873788138334,1.1580925706847764e-05
2010-05-11,1155.7900390625,5842550000,-0.0034030759184666692,1.1580925706847764e-05,0.0006453735616691662,0.00025358240589149297,22.48843318249214,0.00018621310863066752
2010-05-12,1171.6700439453125,5225460000,0.013645992401825069,0.00018621310863066752,0.0006738821471241111,0.00026190502880523727,22.37680866939103,0.00014931617754277235
2010-05-13,1157.43994140625,4870640000,-0.012219499889225105,0.00014931617754277235,0.00048741547703435976,0.00026867078903435667,22.306491182449566,0.00036020173452415926
2010-05-14,1135.6800537109375,6126400000,-0.018978981387950178,0.00036020173452415926,0.0005118595414610147,0.0002794548771383908,22.535873138850533,1.2293345920996728e-06
2010-05-17,1136.93994140625,5922920000,0.0011087536210085958,1.2293345920996728e-06,0.00014170825619930926,0.00027947851626189553,22.502095407649943,0.00020442227465937524
2010-05-18,1120.800048828125,6170840000,-0.014297631784997655,0.00020442227465937524,0.00018027652598981477,0.00027675580182269396,22.5431008083848,2.645527191395473e-05
2010-05-19,1115.050048828125,6765800000,-0.005143468860016043,2.645527191395473e-05,0.00014832495864647218,0.00027703329642006237,22.63514634745332,0.001580523302694124
2010-05-20,1071.5899658203125,8328570000,-0.039755795837765895,0.001580523302694124,0.00043456638367674256,0.0003459472006255427,22.84295760984101,0.00022238661063621632
2010-05-21,1087.68994140625,5452130000,0.014912632585704522,0.00022238661063621632,0.00040700335889915396,0.00035600843684706774,22.419272195140586,0.00016879326767684622
2010-05-24,1073.6500244140625,5224040000,-0.012992046323687667,0.00016879326767684622,0.00044051614551610324,0.0003634484230573397,22.37653688605049,1.2522734905773325e-07
2010-05-25,1074.030029296875,7329580000,0.0003538747646523177,1.2522734905773325e-07,0.00039965673605403974,0.00036116386956854105,22.715184052567597,3.2229222493907087e-05
2010-05-26,1067.949951171875,4521050000,-0.005677078693651083,3.2229222493907087e-05,0.0004008115261700302,0.000361786148318561,22.23201010491902,0.0010463485786599465
2010-05-27,1103.06005859375,5698460000,0.032347311768676335,0.0010463485786599465,0.0002939765813631947,0.00038390296674012115,22.463461800019846,0.00015504962298155844
2010-05-28,1089.4100341796875,4871210000,-0.012451892345405113,0.00015504962298155844,0.0002805091838322632,0.0003890643665235458,22.306608203344066,0.0002997868310490435
2010-06-01,1070.7099609375,5271480000,-0.01731435332459874,0.0002997868310490435,0.0003067078965067026,0.0003951735753499903,22.38557699517725,0.0006509860416957485
2010-06-02,1098.3800048828125,5026360000,0.025514428108341924,0.0006509860416957485,0.0004368800593760408,0.00041195336955015193,22.33796190123844,1.634740141497546e-05
2010-06-03,1102.8299560546875,4995970000,0.004043191983442718,1.634740141497546e-05,0.00043370369516025447,0.0004049728906657047,22.331897424588032,0.001226221250514624
2010-06-04,1064.8800048828125,6180580000,-0.035017442089830375,0.001226221250514624,0.00046967822953119,0.0004342501394261322,22.544677955306753,0.00018562607830073698
2010-06-07,1050.469970703125,5467560000,-0.013624466165715887,0.00018562607830073698,0.0004757935205950257,0.0004407026801963501,22.42209828457478,0.00011916489926493613
